id,rank,discipline,yrs.since.phd,yrs.service,sex,salary
7428,Prof,A,6,1,Female,136886
7429,Prof,B,6,13,Female,131937
7430,AssocProf,A,0,15,Male,128355
7431,Prof,A,2,11,Female,60471
7432,Prof,A,12,1,Male,174629
7433,AssocProf,B,13,14,Male,139791
7434,Prof,B,3,5,Male,201553
7435,Prof,A,2,10,Male,228101
7436,AssocProf,A,15,1,Female,118031
7437,AssocProf,A,18,10,Female,182154
7438,AsstProf,A,17,9,Female,81797
7439,AsstProf,A,7,2,Female,236775
7440,AsstProf,B,7,14,Male,181064
7441,AsstProf,B,15,6,Male,186711
7442,Prof,B,17,3,Male,137667
7443,AssocProf,B,2,19,Female,74262
7444,AsstProf,A,2,17,Male,58107
7445,AsstProf,A,13,19,Female,54406
7446,AssocProf,A,0,1,Male,187166
7447,AsstProf,A,5,5,Female,103986
7448,AssocProf,B,2,6,Male,132385
7449,AssocProf,B,18,0,Male,76690
7450,Prof,A,13,11,Female,200947
7451,AssocProf,B,15,18,Male,65814
7452,AssocProf,B,7,9,Female,176845
7453,AsstProf,B,13,7,Female,112129
7454,AssocProf,A,15,5,Male,65892
7455,Prof,B,13,1,Female,222657
7456,Prof,B,19,10,Male,210443
7457,AssocProf,A,18,12,Male,158303
7458,AssocProf,B,18,10,Male,225830
7459,Prof,A,5,9,Female,203532
7460,AssocProf,B,0,15,Female,165932
7461,Prof,A,19,14,Male,87797
7462,Prof,B,14,14,Male,176270
7463,AssocProf,B,18,2,Male,151948
7464,AssocProf,A,10,10,Female,84265
7465,AsstProf,A,18,14,Female,183172
7466,AsstProf,A,15,12,Female,161285
7467,AsstProf,A,10,6,Male,220424
7468,AssocProf,B,15,8,Male,133039
7469,Prof,B,0,1,Female,236082
7470,AsstProf,B,11,11,Female,55803
7471,AsstProf,A,1,6,Female,236191
7472,AsstProf,A,14,1,Female,205879
7473,AssocProf,B,0,11,Female,128922
7474,AssocProf,A,3,2,Male,92545
7475,AssocProf,B,3,14,Female,110436
7476,Prof,B,7,10,Female,138639
7477,Prof,B,2,15,Female,84316
7478,AssocProf,A,12,18,Female,189911
7479,AsstProf,A,0,1,Male,152252
7480,Prof,B,0,8,Female,204547
7481,AssocProf,B,7,16,Female,196022
7482,AssocProf,A,9,17,Male,175182
7483,AsstProf,B,18,7,Female,144119
7484,AssocProf,B,16,10,Male,211310
7485,AssocProf,A,0,8,Female,196412
7486,Prof,A,19,4,Male,180372
7487,AssocProf,B,13,13,Female,167156
7488,AsstProf,B,5,9,Male,231988
7489,AssocProf,A,13,2,Male,66481
7490,AsstProf,B,19,8,Female,145296
7491,Prof,A,10,3,Male,198067
7492,AsstProf,A,1,0,Male,114079
7493,AsstProf,B,1,10,Female,140785
7494,AssocProf,B,18,6,Female,70099
7495,AssocProf,A,10,15,Male,198523
7496,AsstProf,A,19,4,Female,141783
7497,AsstProf,A,10,13,Male,237806
7498,AsstProf,B,10,4,Male,228880
7499,AssocProf,B,11,0,Male,67910
7500,AssocProf,B,3,12,Female,108713
7501,Prof,A,7,10,Male,230887
7502,Prof,B,6,19,Female,230748
7503,AsstProf,B,1,13,Female,182496
7504,AssocProf,B,13,1,Female,90957
7505,AsstProf,B,19,2,Female,53711
7506,AsstProf,A,6,17,Male,58122
7507,AssocProf,A,14,17,Female,114368
7508,AssocProf,B,10,15,Female,103812
7509,Prof,B,4,11,Female,125785
7510,AsstProf,A,5,6,Female,151872
7511,AsstProf,A,0,4,Female,151886
7512,AsstProf,A,19,3,Female,123545
7513,AsstProf,A,4,18,Male,134829
7514,AssocProf,A,19,17,Male,121738
7515,Prof,B,12,2,Female,147726
7516,Prof,A,16,11,Male,70161
7517,AsstProf,A,15,4,Male,232707
7518,Prof,A,7,3,Female,50477
7519,AssocProf,B,14,11,Male,139474
7520,AssocProf,A,6,3,Female,208011
7521,AssocProf,B,16,2,Female,115442
7522,AsstProf,B,4,19,Male,162675
7523,AssocProf,B,13,14,Male,51961
7524,AssocProf,A,5,14,Male,101295
7525,Prof,A,8,14,Male,62927
7526,Prof,B,18,17,Female,198625
7527,AssocProf,B,14,6,Female,120033
7528,Prof,A,6,17,Female,179398
7529,Prof,A,8,18,Male,115949
7530,AsstProf,B,16,15,Male,125392
7531,Prof,A,4,7,Female,128042
7532,Prof,B,11,2,Female,69033
7533,Prof,A,2,5,Male,176614
7534,AssocProf,B,6,16,Male,83299
7535,AsstProf,A,4,17,Female,55353
7536,AssocProf,A,18,14,Female,137426
7537,AssocProf,B,15,5,Male,106748
7538,Prof,A,19,0,Male,158590
7539,AssocProf,B,15,12,Male,206443
7540,AsstProf,B,7,14,Male,85731
7541,AsstProf,A,19,4,Male,120490
7542,Prof,A,1,14,Male,230486
7543,AssocProf,A,11,6,Female,98953
7544,AsstProf,B,12,6,Female,165564
7545,AssocProf,A,13,14,Female,67971
7546,AsstProf,B,13,3,Male,103083
7547,Prof,A,17,10,Male,213354
7548,AsstProf,A,18,9,Female,109634
7549,Prof,A,7,1,Female,135239
7550,Prof,B,3,18,Female,53103
7551,Prof,B,17,18,Male,129157
7552,Prof,A,8,16,Male,188732
7553,AsstProf,A,11,1,Male,175906
7554,AssocProf,B,12,2,Female,126789
7555,AssocProf,A,1,11,Male,207167
7556,Prof,A,7,5,Male,90290
7557,AssocProf,B,1,2,Female,112343
7558,AssocProf,A,12,12,Female,131862
7559,Prof,B,0,15,Male,147922
7560,Prof,A,11,16,Male,230655
7561,Prof,B,6,11,Male,202367
7562,AsstProf,A,13,3,Male,175723
7563,AssocProf,A,12,18,Male,100197
7564,Prof,A,8,19,Male,165105
7565,AssocProf,B,18,17,Male,224710
7566,AsstProf,B,5,12,Male,85401
7567,AsstProf,A,6,8,Female,59860
7568,AsstProf,B,4,1,Male,206366
7569,AssocProf,B,18,6,Female,124538
7570,AssocProf,B,16,0,Male,139411
7571,Prof,B,12,13,Male,142524
7572,Prof,B,14,2,Male,189468
7573,AssocProf,A,11,7,Female,142388
7574,Prof,B,6,7,Female,216119
7575,AssocProf,A,11,8,Female,146679
7576,AsstProf,A,17,1,Male,86540
7577,AsstProf,B,7,4,Female,160311
7578,Prof,A,3,1,Female,51807
7579,AsstProf,A,15,14,Male,114089
7580,AsstProf,B,1,19,Male,226209
7581,AsstProf,A,14,12,Male,101047
7582,Prof,B,8,14,Male,202115
7583,AssocProf,A,9,2,Male,60063
7584,AssocProf,B,11,9,Male,64252
7585,Prof,B,11,12,Female,126423
7586,AsstProf,B,1,0,Male,222485
7587,AssocProf,A,8,5,Male,193826
7588,AssocProf,A,2,4,Female,92186
7589,AssocProf,A,5,0,Male,124423
7590,Prof,A,0,3,Female,134477
7591,AsstProf,A,2,1,Female,75011
7592,Prof,B,16,1,Male,72161
7593,Prof,B,19,17,Male,190259
7594,AsstProf,B,3,16,Male,122884
7595,AsstProf,B,17,12,Female,144215
7596,AsstProf,B,17,11,Male,175248
7597,AssocProf,B,17,17,Male,100173
7598,AsstProf,B,19,8,Male,210770
7599,AsstProf,B,5,8,Male,77664
7600,Prof,A,19,3,Female,99926
7601,AssocProf,A,14,18,Male,162084
7602,AssocProf,B,18,0,Female,180021
7603,AssocProf,A,3,16,Male,74160
7604,AssocProf,A,18,2,Female,185718
7605,AssocProf,A,12,5,Male,221130
7606,Prof,B,12,3,Female,203714
7607,Prof,A,5,1,Female,229694
7608,AsstProf,A,8,3,Male,217079
7609,AsstProf,A,8,3,Female,149410
7610,AsstProf,A,0,0,Female,76153
7611,AssocProf,B,9,19,Female,54861
7612,AsstProf,A,13,18,Female,52015
7613,Prof,A,0,8,Male,116742
7614,AssocProf,B,13,0,Male,219315
7615,Prof,B,12,3,Female,128529
7616,AsstProf,B,1,12,Male,117422
7617,AssocProf,B,5,7,Female,202992
7618,Prof,A,17,1,Female,69557
7619,Prof,B,15,8,Female,74541
7620,Prof,B,15,16,Female,166756
7621,AssocProf,B,11,14,Male,171455
7622,AsstProf,A,12,6,Female,138471
7623,AsstProf,B,12,9,Male,131267
7624,AsstProf,B,6,16,Female,60188
7625,AsstProf,A,7,13,Male,181794
7626,Prof,A,12,18,Female,65954
7627,AssocProf,B,0,11,Male,89922
7628,AsstProf,A,9,15,Male,53122
7629,Prof,B,10,16,Male,92213
7630,Prof,B,13,15,Female,51530
7631,AssocProf,B,2,2,Male,204655
7632,Prof,A,18,4,Female,77849
7633,Prof,A,16,13,Female,149757
7634,AssocProf,A,19,13,Female,60594
7635,AsstProf,B,7,19,Male,141287
7636,AssocProf,A,6,0,Female,141801
7637,AsstProf,A,2,10,Female,123832
7638,Prof,A,0,14,Male,124883
7639,Prof,A,5,16,Female,224697
7640,AsstProf,A,17,0,Male,236156
7641,AsstProf,B,3,8,Male,197870
7642,AsstProf,B,19,5,Female,208078
7643,Prof,A,16,14,Female,204283
7644,AsstProf,A,2,4,Female,134960
7645,AsstProf,A,19,5,Male,69498
7646,Prof,B,6,6,Female,191922
7647,Prof,A,19,2,Female,101472
7648,AssocProf,A,4,7,Male,207403
7649,AsstProf,B,13,16,Male,155991
7650,AsstProf,A,13,9,Female,77580
7651,AssocProf,B,15,6,Female,164418
7652,Prof,A,4,7,Female,174013
7653,Prof,B,16,19,Female,229597
7654,Prof,A,3,4,Male,190610
7655,AssocProf,B,8,2,Male,75713
7656,Prof,B,1,0,Male,156436
7657,Prof,A,14,10,Male,202544
7658,AsstProf,A,16,1,Male,136949
7659,AsstProf,A,13,17,Male,200565
7660,AssocProf,B,0,12,Male,225059
7661,AssocProf,A,9,8,Male,134113
7662,Prof,A,15,17,Male,56826
7663,AssocProf,A,3,0,Male,227777
7664,AsstProf,B,3,15,Male,76503
7665,Prof,A,15,15,Female,113278
7666,AsstProf,B,13,0,Female,177223
7667,AsstProf,B,7,10,Female,112523
7668,AsstProf,B,18,19,Female,77882
7669,AsstProf,A,15,3,Male,59461
7670,AssocProf,A,18,11,Male,122686
7671,Prof,B,6,13,Female,78758
7672,AssocProf,B,18,6,Female,51673
7673,AssocProf,A,13,11,Male,156979
7674,AsstProf,B,14,0,Female,141227
7675,AssocProf,B,0,11,Male,128391
7676,AssocProf,B,18,6,Male,56505
7677,AssocProf,B,5,17,Female,199629
7678,AsstProf,B,10,11,Female,237107
7679,AssocProf,B,12,17,Female,176109
7680,AssocProf,B,16,14,Male,221290
7681,Prof,A,9,3,Male,173703
7682,Prof,A,9,13,Female,132650
7683,AsstProf,A,0,7,Female,151295
7684,AsstProf,B,4,15,Female,63618
7685,Prof,B,11,0,Male,141904
7686,AsstProf,B,13,4,Female,84216
7687,Prof,A,13,15,Male,199281
7688,AsstProf,A,9,7,Male,207320
7689,AssocProf,B,10,16,Female,232186
7690,Prof,B,12,17,Female,105929
7691,Prof,A,8,14,Male,119438
7692,Prof,B,5,10,Male,183051
7693,Prof,B,0,11,Female,177564
7694,AssocProf,B,11,19,Male,131478
7695,AsstProf,B,4,7,Male,230123
7696,AsstProf,A,9,11,Male,122673
7697,AssocProf,B,1,15,Male,181157
7698,AssocProf,A,11,11,Male,183096
7699,Prof,A,9,18,Female,58116
7700,AsstProf,B,5,1,Male,151903
7701,AssocProf,A,8,14,Male,183561
7702,AssocProf,B,15,14,Male,58124
7703,AsstProf,A,16,5,Female,158894
7704,AssocProf,A,7,8,Male,85915
7705,AsstProf,B,19,7,Male,144303
7706,AsstProf,A,9,3,Female,186976
7707,Prof,A,4,12,Female,64974
7708,AssocProf,B,3,2,Female,93051
7709,AssocProf,B,11,14,Female,107529
7710,AsstProf,A,1,16,Male,130811
7711,Prof,A,18,5,Female,194887
7712,AsstProf,A,1,13,Male,174065
7713,Prof,A,6,6,Female,175440
7714,Prof,B,17,13,Female,166567
7715,AsstProf,B,8,10,Male,89119
7716,Prof,B,3,9,Female,52152
7717,AsstProf,B,4,12,Female,142672
7718,Prof,A,0,4,Female,160122
7719,AssocProf,B,6,1,Female,103873
7720,AssocProf,B,9,7,Female,98458
7721,Prof,B,13,15,Female,136092
7722,AssocProf,A,16,7,Female,54800
7723,Prof,A,11,0,Female,222963
7724,Prof,B,11,12,Female,105166
7725,AsstProf,B,12,12,Female,209817
7726,Prof,A,15,3,Male,149567
7727,AsstProf,B,18,12,Male,135672
7728,AssocProf,A,1,10,Male,116168
7729,Prof,A,1,4,Male,62319
7730,AssocProf,A,14,11,Female,168318
7731,AssocProf,A,7,9,Female,136112
7732,Prof,B,12,17,Male,207056
7733,Prof,B,6,9,Female,153109
7734,Prof,B,12,5,Male,231780
7735,AssocProf,B,1,14,Male,204225
7736,AsstProf,A,6,18,Male,78589
7737,Prof,B,4,19,Male,106375
7738,AsstProf,A,7,13,Male,206259
7739,Prof,A,2,4,Male,61696
7740,AsstProf,A,18,13,Male,107822
7741,Prof,A,9,0,Female,222740
7742,AssocProf,A,3,16,Female,182273
7743,AssocProf,A,7,16,Female,95956
7744,AssocProf,B,6,15,Female,201786
7745,AsstProf,A,14,11,Male,205369
7746,Prof,A,0,4,Female,82305
7747,AssocProf,B,1,2,Female,178437
7748,AsstProf,B,9,18,Female,65172
7749,AsstProf,B,5,19,Male,79289
7750,AsstProf,B,14,2,Male,169392
7751,Prof,A,9,1,Female,214083
7752,AsstProf,B,16,16,Female,93133
7753,Prof,B,16,19,Male,110557
7754,Prof,B,15,13,Female,237117
7755,Prof,A,12,14,Male,67361
7756,Prof,B,11,0,Female,82323
7757,Prof,B,11,8,Female,222025
7758,AsstProf,B,16,16,Male,213355
7759,AsstProf,A,15,2,Male,218751
7760,AssocProf,A,9,8,Male,188294
7761,AsstProf,A,6,7,Female,71513
7762,AssocProf,B,19,9,Male,89178
7763,AsstProf,B,5,2,Female,203957
7764,AsstProf,B,11,7,Male,210985
7765,Prof,A,1,10,Female,152050
7766,AssocProf,A,14,0,Female,203144
7767,AsstProf,B,16,7,Female,108737
7768,Prof,B,19,15,Female,52263
7769,Prof,A,2,4,Female,236132
7770,AsstProf,B,11,10,Male,137596
7771,Prof,A,10,9,Female,126423
7772,AsstProf,A,13,14,Female,164072
7773,AsstProf,B,10,11,Male,133279
7774,AssocProf,B,12,0,Male,178865
7775,Prof,A,7,4,Female,100101
7776,Prof,A,9,4,Female,128395
7777,Prof,A,5,3,Female,66533
7778,AsstProf,A,19,0,Male,69956
7779,AsstProf,B,18,2,Female,87156
7780,AssocProf,B,19,2,Male,231326
7781,AssocProf,A,9,3,Female,226032
7782,AsstProf,B,5,2,Female,100002
7783,AsstProf,A,13,13,Male,217683
7784,AsstProf,A,3,4,Female,179642
7785,AssocProf,B,10,10,Male,224511
7786,AssocProf,A,19,17,Male,184285
7787,Prof,B,19,18,Female,63564
7788,AsstProf,A,5,16,Female,80882
7789,Prof,B,15,1,Female,188956
7790,Prof,B,8,6,Female,171180
7791,AssocProf,A,1,1,Female,140218
7792,AssocProf,B,12,19,Male,174837
7793,Prof,A,19,18,Male,181063
7794,Prof,A,13,12,Female,61356
7795,Prof,A,9,14,Female,73874
7796,AsstProf,A,18,13,Male,104084
7797,AssocProf,B,14,19,Male,201358
7798,AsstProf,A,4,9,Female,91851
7799,AsstProf,B,3,16,Male,69852
7800,Prof,B,8,18,Female,175794
7801,Prof,A,10,6,Male,80667
7802,AsstProf,B,17,6,Male,75852
7803,AsstProf,B,14,10,Male,140892
7804,Prof,B,1,6,Female,173496
7805,AsstProf,B,17,11,Male,212645
7806,AsstProf,A,18,8,Female,121524
7807,AsstProf,B,12,12,Female,92812
7808,AsstProf,A,1,4,Female,126560
7809,Prof,B,18,12,Male,178987
7810,AsstProf,A,5,6,Male,142518
7811,Prof,A,0,18,Male,233792
7812,Prof,B,7,18,Female,53042
7813,Prof,B,19,1,Female,198237
7814,AsstProf,A,11,8,Female,171085
7815,Prof,B,14,15,Male,158426
7816,AsstProf,A,3,17,Male,217360
7817,AsstProf,B,10,5,Female,227860
7818,Prof,B,11,9,Female,162549
7819,Prof,A,14,17,Male,150861
7820,Prof,B,11,8,Female,57758
7821,AssocProf,B,1,19,Female,116088
7822,Prof,A,15,12,Female,162775
7823,AssocProf,B,8,0,Female,168975
7824,Prof,B,7,0,Female,204360
7825,AssocProf,B,10,0,Male,187935
7826,AsstProf,B,12,12,Male,153092
7827,Prof,B,5,15,Male,234719
7828,AssocProf,B,7,8,Male,107456
7829,Prof,B,3,18,Female,88402
7830,AssocProf,B,6,10,Female,91574
7831,Prof,B,11,19,Female,118422
7832,AssocProf,B,3,14,Female,177232
7833,Prof,B,13,3,Female,82217
7834,Prof,B,5,10,Male,108270
7835,AsstProf,B,18,10,Male,85292
7836,AsstProf,A,12,1,Male,207885
7837,Prof,A,8,15,Female,232398
7838,AssocProf,B,3,7,Male,62419
7839,Prof,B,4,4,Female,210772
7840,AsstProf,B,3,8,Female,99895
7841,AsstProf,A,7,7,Female,171981
7842,Prof,B,0,12,Female,91477
7843,AsstProf,A,18,7,Male,146633
7844,AsstProf,B,16,1,Female,146590
7845,AsstProf,B,8,4,Male,214854
7846,AsstProf,B,0,15,Male,176802
7847,AssocProf,A,16,16,Female,212409
7848,Prof,A,13,10,Female,150030
7849,AsstProf,B,11,9,Male,177105
7850,AssocProf,A,8,3,Male,198935
7851,Prof,A,11,8,Male,68444
7852,AsstProf,B,12,14,Female,227550
7853,AssocProf,A,16,0,Female,171889
7854,Prof,B,7,2,Male,72868
7855,Prof,A,14,7,Female,57769
7856,Prof,B,5,18,Female,202389
7857,Prof,B,1,0,Male,112232
7858,AsstProf,A,11,14,Female,181996
7859,AsstProf,B,7,6,Male,237570
7860,AsstProf,B,14,9,Female,145460
7861,AssocProf,B,8,10,Male,192547
7862,AsstProf,B,3,19,Male,182829
7863,Prof,B,11,8,Male,137541
7864,Prof,B,5,16,Female,101629
7865,AssocProf,B,5,5,Female,95387
7866,Prof,B,5,3,Male,159234
7867,AsstProf,B,1,10,Male,191007
7868,AssocProf,B,16,1,Male,212016
7869,AssocProf,A,11,3,Female,81725
7870,AssocProf,B,4,16,Female,99714
7871,AssocProf,A,16,4,Male,232266
7872,AsstProf,B,13,1,Male,143663
7873,AssocProf,B,4,3,Male,94979
7874,Prof,A,7,13,Male,76553
7875,Prof,B,9,9,Female,158187
7876,AsstProf,A,8,13,Female,187083
7877,Prof,A,15,16,Female,82917
7878,Prof,B,8,5,Male,105872
7879,AsstProf,B,9,19,Male,190181
7880,AssocProf,B,1,3,Female,74309
7881,AssocProf,A,1,13,Male,141476
7882,Prof,B,5,19,Male,142522
7883,AsstProf,B,18,1,Male,101901
7884,AsstProf,B,1,6,Male,77209
7885,AsstProf,A,6,4,Male,51214
7886,AsstProf,B,17,9,Female,151486
7887,AsstProf,B,1,4,Female,91756
7888,AsstProf,B,1,8,Male,112865
7889,AssocProf,A,4,0,Female,161850
7890,AssocProf,B,4,12,Male,174601
7891,AssocProf,B,15,7,Male,59740
7892,Prof,B,6,14,Male,237796
7893,Prof,A,5,1,Female,94178
7894,AssocProf,B,14,13,Male,146620
7895,Prof,A,14,18,Male,118785
7896,AsstProf,B,6,18,Female,209027
7897,AsstProf,A,6,3,Male,165362
7898,Prof,B,13,13,Male,155063
7899,AsstProf,B,16,13,Male,73464
7900,AssocProf,A,7,10,Male,78323
7901,Prof,B,11,9,Female,90906
7902,Prof,B,3,3,Female,231541
7903,Prof,B,6,4,Female,177739
7904,Prof,A,10,18,Male,112586
7905,Prof,B,13,16,Female,210432
7906,Prof,B,9,8,Male,82366
7907,Prof,A,19,6,Male,208775
7908,AsstProf,B,18,11,Male,209328
7909,AssocProf,B,16,10,Female,183447
7910,Prof,A,16,7,Female,208502
7911,Prof,B,3,16,Male,70417
7912,AssocProf,A,4,5,Female,186919
7913,Prof,B,15,12,Male,78483
7914,AsstProf,A,10,5,Male,99271
7915,AsstProf,B,8,7,Male,62325
7916,AssocProf,A,5,8,Female,51876
7917,Prof,A,12,16,Male,80279
7918,AsstProf,A,11,7,Male,135607
7919,Prof,B,4,13,Female,149418
7920,Prof,A,13,6,Female,137298
7921,Prof,A,11,9,Male,207668
7922,Prof,A,7,16,Female,114842
7923,AssocProf,A,17,3,Male,86459
7924,Prof,A,3,1,Male,109422
7925,Prof,B,2,13,Male,229935
7926,AsstProf,A,6,16,Male,104815
7927,Prof,B,12,19,Female,139424
7928,AsstProf,B,14,3,Female,168504
7929,Prof,A,14,2,Male,197837
7930,AsstProf,A,0,7,Female,222250
7931,AssocProf,A,10,17,Male,73674
7932,Prof,A,16,9,Female,121465
7933,Prof,B,17,11,Female,169593
7934,AsstProf,B,2,13,Male,216568
7935,AssocProf,A,3,4,Female,188012
7936,AsstProf,B,7,10,Female,191937
7937,AsstProf,B,4,10,Female,232808
7938,Prof,B,4,13,Female,74611
7939,AsstProf,B,16,2,Female,132665
7940,AsstProf,B,16,9,Female,88468
7941,AsstProf,B,3,6,Male,218971
7942,AsstProf,A,18,16,Male,136854
7943,AssocProf,A,0,0,Female,83973
7944,AsstProf,B,8,15,Male,117025
7945,Prof,A,6,14,Male,229581
7946,Prof,A,8,13,Female,139637
7947,AsstProf,A,5,6,Female,136445
7948,AssocProf,B,6,7,Male,56855
7949,AsstProf,A,2,5,Female,56781
7950,Prof,B,17,6,Female,118093
7951,AsstProf,B,1,0,Female,68846
7952,Prof,A,12,0,Male,218548
7953,Prof,B,8,19,Female,151381
7954,Prof,B,9,14,Female,89169
7955,Prof,B,4,12,Female,120063
7956,AssocProf,B,13,0,Male,124698
7957,Prof,A,18,19,Female,237203
7958,Prof,B,3,11,Female,53213
7959,AsstProf,B,5,4,Male,112601
7960,AsstProf,A,2,6,Female,63582
7961,AssocProf,B,8,10,Male,163506
7962,AsstProf,A,17,8,Male,191335
7963,AssocProf,A,11,0,Male,168926
7964,AsstProf,A,15,7,Female,226323
7965,AssocProf,A,8,0,Male,179107
7966,Prof,A,1,5,Female,68025
7967,Prof,B,17,10,Female,94223
7968,AssocProf,A,16,15,Male,110777
7969,AsstProf,B,0,18,Male,161196
7970,AssocProf,B,3,13,Female,99726
7971,Prof,B,8,7,Female,209495
7972,AssocProf,A,15,3,Female,177666
7973,AssocProf,B,4,1,Male,66393
7974,AsstProf,B,8,11,Male,111214
7975,AsstProf,B,4,16,Male,182082
7976,AsstProf,B,16,13,Male,105167
7977,Prof,A,10,16,Male,84629
7978,Prof,A,7,10,Female,147128
7979,AsstProf,B,6,18,Female,128906
7980,Prof,A,8,16,Male,90123
7981,AssocProf,B,9,12,Male,94817
7982,Prof,B,16,14,Female,79683
7983,AssocProf,A,13,8,Female,220587
7984,Prof,A,19,12,Male,223218
7985,AssocProf,A,18,1,Female,233386
7986,AssocProf,A,8,0,Male,114189
7987,AssocProf,B,13,16,Male,76784
7988,AsstProf,A,8,1,Male,228937
7989,AssocProf,A,6,9,Female,158062
7990,AssocProf,B,9,17,Male,163387
7991,AsstProf,B,9,4,Male,215621
7992,Prof,A,7,2,Female,87899
7993,AsstProf,A,10,9,Male,116286
7994,AssocProf,B,18,19,Female,62883
7995,Prof,B,8,6,Male,112043
7996,Prof,A,19,18,Male,184025
7997,Prof,B,0,18,Female,216546
7998,Prof,B,16,0,Female,66213
7999,Prof,A,19,19,Male,127396
8000,Prof,A,6,17,Female,87766
8001,AsstProf,B,16,5,Female,81464
8002,AssocProf,B,10,14,Female,186989
8003,AssocProf,B,15,14,Female,127893
8004,AsstProf,B,16,17,Female,206132
8005,Prof,B,10,17,Female,184577
8006,Prof,B,3,6,Female,148546
8007,Prof,B,11,1,Female,198612
8008,AssocProf,B,12,18,Female,79390
8009,AssocProf,A,13,5,Male,217679
8010,Prof,B,4,2,Female,208318
8011,AssocProf,A,8,8,Female,90754
8012,Prof,B,4,9,Female,90074
8013,Prof,B,13,2,Male,170235
8014,AsstProf,B,0,2,Male,105934
8015,AsstProf,B,19,2,Female,84505
8016,Prof,B,1,9,Male,175219
8017,AssocProf,A,19,3,Male,90902
8018,AssocProf,A,1,11,Male,175825
8019,AsstProf,A,4,14,Male,139910
8020,Prof,A,5,6,Male,70422
8021,Prof,B,19,10,Male,55458
8022,AssocProf,A,11,0,Female,92980
8023,Prof,B,3,1,Male,155710
8024,Prof,A,1,14,Male,203386
8025,AssocProf,B,13,17,Female,55259
8026,AsstProf,A,7,3,Male,124159
8027,AsstProf,B,11,12,Male,192522
8028,AssocProf,A,5,14,Male,156505
8029,AssocProf,B,13,15,Female,190136
8030,AssocProf,A,9,18,Female,100555
8031,AssocProf,A,17,3,Male,75429
8032,AsstProf,A,6,17,Male,95419
8033,AsstProf,A,2,14,Male,186380
8034,AsstProf,A,16,7,Female,57845
8035,Prof,A,7,4,Male,74466
8036,AssocProf,A,10,10,Male,123252
8037,AssocProf,B,13,7,Female,238257
8038,AssocProf,B,6,17,Male,168954
8039,AssocProf,A,19,4,Female,217799
8040,AsstProf,A,5,12,Female,58299
8041,AsstProf,A,9,8,Male,115058
8042,AsstProf,A,7,2,Female,79300
8043,Prof,A,12,12,Female,73576
8044,AssocProf,B,13,14,Male,108524
8045,AssocProf,A,14,7,Male,168276
8046,AsstProf,B,14,13,Male,191285
8047,Prof,A,1,19,Male,201086
8048,AsstProf,A,7,3,Female,188945
8049,AssocProf,A,15,7,Male,119001
8050,AssocProf,A,3,15,Female,129682
8051,AssocProf,B,19,19,Male,126540
8052,AssocProf,B,19,5,Male,100169
8053,Prof,A,6,11,Male,139846
8054,AssocProf,A,6,7,Male,225377
8055,AssocProf,B,11,8,Male,171925
8056,AssocProf,A,14,12,Male,211390
8057,AssocProf,A,0,3,Female,55093
8058,AsstProf,B,6,18,Male,166766
8059,AssocProf,A,6,2,Female,153026
8060,Prof,B,5,10,Female,191385
8061,Prof,B,3,0,Female,182537
8062,AsstProf,B,14,5,Female,158702
8063,AsstProf,A,2,17,Female,132323
8064,Prof,A,19,1,Male,205762
8065,AsstProf,B,15,7,Male,177553
8066,AsstProf,B,0,8,Male,184136
8067,AssocProf,B,1,0,Male,65559
8068,AssocProf,A,10,2,Male,195255
8069,Prof,A,9,12,Male,56783
8070,AsstProf,A,10,11,Female,71195
8071,AsstProf,A,6,5,Male,50180
8072,Prof,B,0,5,Male,54186
8073,AssocProf,B,11,2,Male,107774
8074,AsstProf,A,15,12,Male,111966
8075,AssocProf,A,2,3,Female,69841
8076,Prof,A,15,8,Female,124830
8077,Prof,A,2,7,Male,232825
8078,AsstProf,A,0,6,Female,139677
8079,AsstProf,B,9,4,Female,196606
8080,AssocProf,B,4,19,Male,110179
8081,AsstProf,A,5,10,Female,81073
8082,AssocProf,B,18,3,Male,62746
8083,Prof,B,12,14,Male,75453
8084,AssocProf,B,13,7,Male,197455
8085,AssocProf,A,13,4,Male,200815
8086,AssocProf,B,18,5,Male,154263
8087,AsstProf,A,6,11,Male,127996
8088,AsstProf,A,16,4,Female,87280
8089,AsstProf,A,5,16,Female,146675
8090,Prof,A,17,17,Male,209158
8091,AssocProf,A,13,3,Male,137528
8092,AsstProf,A,4,9,Male,234338
8093,AsstProf,B,4,2,Female,162674
8094,AssocProf,A,1,16,Male,65564
8095,Prof,B,12,15,Male,110621
8096,AssocProf,B,10,15,Female,59821
8097,AsstProf,A,17,8,Male,194542
8098,Prof,B,1,6,Male,74900
8099,AssocProf,A,4,5,Male,74476
8100,AssocProf,A,9,5,Male,117500
8101,Prof,B,8,18,Male,84956
8102,AsstProf,A,14,7,Male,174766
8103,AsstProf,A,18,15,Female,236389
8104,AssocProf,B,19,10,Female,189046
8105,Prof,A,12,17,Male,129190
8106,AssocProf,A,3,0,Female,154203
8107,AsstProf,B,6,19,Male,168193
8108,AssocProf,B,4,4,Female,77461
8109,Prof,B,4,8,Male,83631
8110,AsstProf,A,9,19,Female,122306
8111,Prof,B,5,8,Male,131368
8112,AsstProf,B,5,8,Female,102752
8113,AssocProf,B,8,7,Female,79232
8114,AsstProf,B,9,7,Male,212743
8115,AssocProf,B,8,14,Male,79576
